option_id,prompt
1687,"You have $100 to donate.
Would you support a charity that provides assault victim support to 40 female adults in SouthEast Asia through a unnamed charity?
"
1688,"You have $100 to donate.
Would you support a charity that provides clean water to 177 senior unnameds in South Africa through a high-recognition charity?
"
1689,"You have $100 to donate.
Would you support a charity that provides clean water to 238 male unnameds in South Africa through a low-recognition charity?
"
1690,"You have $100 to donate.
Would you support a charity that provides medication to 108 male strangers in South Africa through a low-recognition charity?
"
1691,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 52 named selfs in North America through a high-recognition charity?
"
1692,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 266 unnamed relatives in Eastern Europe through a unnamed charity?
"
1693,"You have $100 to donate.
Would you support a charity that provides medication to 172 child unnameds in South Africa through a high-recognition charity?
"
1694,"You have $100 to donate.
Would you support a charity that provides assault victim support to 229 adult selfs in South America through a high-recognition charity?
"
1695,"You have $100 to donate.
Would you support a charity that provides clean water to 254 male strangers in North America through a low-recognition charity?
"
1696,"You have $100 to donate.
Would you support a charity that provides assault victim support to 97 named selfs in South Africa through a unnamed charity?
"
1697,"You have $100 to donate.
Would you support a charity that provides assault victim support to 215 female relatives in Western Europe through a unnamed charity?
"
1698,"You have $100 to donate.
Would you support a charity that provides assault victim support to 127 senior nameds in Central Africa through a high-recognition charity?
"
1699,"You have $100 to donate.
Would you support a charity that provides assault victim support to 100 female strangers in Western Europe through a high-recognition charity?
"
1700,"You have $100 to donate.
Would you support a charity that provides assault victim support to 46 male unnameds in South America through a unnamed charity?
"
1701,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 21 named selfs in North Africa through a low-recognition charity?
"
1702,"You have $100 to donate.
Would you support a charity that provides clean water to 283 senior unnameds in Central America through a high-recognition charity?
"
1703,"You have $100 to donate.
Would you support a charity that provides nutritious meals to 169 female relatives in South Africa through a high-recognition charity?
"
1704,"You have $100 to donate.
Would you support a charity that provides clean water to 218 female unnameds in South Africa through a low-recognition charity?
"
1705,"You have $100 to donate.
Would you support a charity that provides assault victim support to 96 senior nameds in South America through a low-recognition charity?
"
1706,"You have $100 to donate.
Would you support a charity that provides medication to 196 unnamed strangers in Eastern Europe through a low-recognition charity?
"
1707,"You have $100 to donate.
Would you support a charity that provides medication to 54 male selfs in East Asia through a unnamed charity?
"
1708,"You have $100 to donate.
Would you support a charity that provides assault victim support to 39 named relatives in South America through a unnamed charity?
"
1709,"You have $100 to donate.
Would you support a charity that provides medication to 239 child unnameds in South Africa through a high-recognition charity?
"
